,Household_ID,Vehicle,Calendar_Year,Model_Year,Blind_Make,Blind_Model,Blind_Submodel,Cat1,Cat2,Cat3,Cat4,Cat5,Cat6,Cat7,Cat8,Cat9,Cat10,Cat11,Cat12,OrdCat,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,NVCat,NVVar1,NVVar2,NVVar3,NVVar4,Claim_Amount
1251,749,1,2005,2000,BW,BW.112,BW.112.0,D,C,A,?,?,D,?,B,B,A,B,C,4,0.5634545,-0.12450619999999998,1.4906267,0.1472346,0.7234491999999999,0.393217,1.0429572,-0.545656,N,2.0546834,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1252,749,3,2005,1991,BV,BV.3,BV.3.3,B,?,E,A,A,D,C,A,B,A,A,D,4,-0.09541369999999999,-0.2974176,0.5881536,-0.3601764,0.8721278,-0.0079936,-0.9353485999999999,0.1522758,N,2.0546834,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1253,749,4,2005,2003,BH,BH.18,BH.18.6,B,C,F,A,A,B,C,A,B,A,C,B,4,-0.6658970999999999,-0.3838733,-0.8234068000000001,0.3163716,-0.1983581,-0.6501645,-0.8616229,-0.40978909999999996,N,2.0546834,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1254,750,1,2005,2004,BW,BW.167,BW.167.0,I,C,F,?,?,D,?,B,A,B,E,B,5,0.3224052,1.4316966999999998,1.5600476,1.5848991000000001,0.4558277,1.4518048000000001,1.6942006,1.3249763,L,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1255,751,1,2005,1999,K,K.7,K.7.1,B,C,A,A,A,B,C,C,B,A,B,B,2,-0.5453724,-0.9890633,-0.45316140000000005,-0.9521559000000002,-0.15672809999999998,-0.6794073,-0.8984856999999999,-0.3314632,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1256,751,2,2005,1999,K,K.65,K.65.5,G,C,A,A,C,D,A,B,B,A,B,B,4,0.1777756,0.11756980000000002,0.3104696,0.1472346,0.1406291,0.20840279999999997,0.5637403,0.1600427,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1257,752,1,2005,1991,D,D.25,D.25.8,A,?,E,A,A,E,C,A,B,B,E,C,5,0.43489490000000003,-0.0380505,1.3980653,0.1472346,1.6512035,0.5125274000000001,-0.7387468,0.7170755,C,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1258,754,1,2005,2003,AJ,AJ.58,AJ.58.2,D,C,A,?,?,D,?,A,B,A,E,D,5,2.130275,1.0858738000000001,1.6757493000000003,1.1620566,2.043715,0.7452998000000001,1.2395589,0.032489699999999996,N,-0.2315299,-0.2661168,2.7154898999999997,-0.2514189,0.0
1259,754,2,2005,2001,K,K.78,K.78.2,D,A,A,?,?,C,?,C,B,A,A,C,4,0.7964689,0.048405199999999995,-1.2862133999999998,-0.0219024,0.6639776999999999,-0.1834502,0.5883155,-0.31647620000000004,N,-0.2315299,-0.2661168,2.7154898999999997,-0.2514189,0.0
1260,754,3,2005,1993,K,K.3,K.3.2,I,?,C,?,?,C,?,A,B,A,A,D,4,-0.698037,-0.6432405,-1.2862133999999998,-0.10647089999999998,-0.900121,0.2551912,0.4162889,0.0612602,N,-0.2315299,-0.2661168,2.7154898999999997,-0.2514189,0.0
1261,755,2,2005,1999,X,X.38,X.38.0,C,C,A,C,A,B,?,A,B,B,A,D,4,-0.8587365,0.048405199999999995,0.24104859999999997,-0.0219024,-0.4719267,-0.6057156,-1.1811008,-0.5024455,N,-0.2315299,2.7836161,-0.27233720000000006,-0.2514189,0.0
1262,756,1,2005,2000,Y,Y.9,Y.9.0,F,C,A,C,A,C,?,B,B,C,A,B,2,-0.6337571999999999,-1.2484305,-0.7771260999999999,-1.2904298,-0.6206053,-1.1344246,-1.1933885,-0.9350976000000001,O,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1263,757,1,2005,2004,AU,AU.14,AU.14.1,B,C,B,A,A,B,C,A,B,C,A,C,2,-0.1436235,-0.2109619,-0.38374040000000004,-0.2756079,0.0216862,-0.6852558000000001,-0.5912954,-0.2584976,O,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1264,758,2,2005,2001,BW,BW.149,BW.149.0,D,C,A,?,?,E,?,A,B,B,A,D,5,3.6569209000000003,1.950431,5.5633254,2.09231,3.2985623,2.4764709,1.6696254000000001,0.5762858000000001,G,-0.2315299,-0.2661168,-0.27233720000000006,0.8552847,0.0
1265,758,3,2005,1997,AH,AH.7,AH.7.0,D,?,A,?,?,D,?,B,B,A,A,C,4,2.3713245,0.048405199999999995,1.0972409,0.1472346,1.6274149,0.6704383,0.9692315,-0.5262933000000001,G,-0.2315299,-0.2661168,-0.27233720000000006,0.8552847,0.0
1266,758,4,2005,1993,AH,AH.7,AH.7.0,D,?,C,?,?,D,?,A,B,A,B,D,5,2.3713245,0.048405199999999995,1.0972409,0.3163716,1.5976793,0.5207154,0.9692315,-0.5732232,G,-0.2315299,-0.2661168,-0.27233720000000006,0.8552847,0.0
1267,758,5,2005,2000,X,X.45,X.45.8,B,C,A,A,A,D,C,A,B,B,C,C,4,-0.28021820000000003,0.048405199999999995,0.2179083,-0.0219024,0.38446199999999997,-0.2723481,-0.8124724,-0.44391990000000003,G,-0.2315299,-0.2661168,-0.27233720000000006,0.8552847,0.0
1268,759,1,2005,1998,BW,BW.166,BW.166.0,I,?,A,?,?,D,?,B,B,C,B,C,5,0.4429298,0.9994181000000001,1.0972409,1.0774881,0.5034049,1.5488906999999998,1.2395589,0.7090898,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1269,759,2,2005,2003,BW,BW.167,BW.167.0,I,C,F,?,?,D,?,B,A,A,A,D,5,0.3224052,1.6910638,1.5831879,1.5848991000000001,0.342832,1.4518048000000001,1.6942006,1.2424935,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1270,760,1,2005,1994,I,I.14,I.14.0,B,?,A,A,A,B,C,A,B,B,A,C,3,-0.5694773,-0.3319999,-0.6382840999999999,-0.3940038,-0.4540853,-0.5589271,-0.8616229,0.15282279999999998,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1271,760,2,2005,2004,BW,BW.156,BW.156.0,I,C,F,?,?,E,?,B,A,B,A,B,5,1.447302,1.8639752,1.5831879,1.7540361,1.6749921000000003,1.5910002,1.5836121,1.6367483999999999,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1272,762,2,2005,2004,BW,BW.157,BW.157.1,I,C,F,?,?,E,?,B,A,B,A,B,5,1.447302,1.8639752,1.5831879,1.7540361,1.6749921000000003,1.9091613999999997,1.559037,1.9430506999999997,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1273,763,1,2005,2000,BW,BW.112,BW.112.0,D,C,A,?,?,D,?,B,B,B,E,D,4,0.5634545,-0.12450619999999998,1.4906267,0.1472346,0.7234491999999999,0.393217,1.0429572,-0.545656,K,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1274,763,2,2005,1990,AJ,AJ.52,AJ.52.0,D,?,C,?,?,D,?,A,B,B,A,B,4,0.386685,-0.7296961999999999,1.6063284,-0.6984504,0.176312,0.09845,0.8832181999999998,-1.1363821000000003,K,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1275,764,3,2005,2002,AH,AH.164,AH.164.1,I,C,B,?,?,D,?,B,B,A,C,D,5,0.3224052,1.950431,1.5600476,2.1768785,0.4558277,1.8085663,1.6942006,1.5266984,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1276,766,2,2005,1998,R,R.20,R.20.4,B,?,A,A,A,C,C,B,B,B,B,D,2,-1.1721006999999999,-1.2484305,-1.2399328,-1.2904298,-1.0547467,-1.1660068000000001,-0.8124724,-0.5795680999999999,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1277,766,3,2005,2003,D,D.6,D.6.2,A,C,B,A,A,D,C,A,A,A,A,D,5,0.20188050000000002,1.6046081,0.2641889,1.5003306,0.1644177,0.1019591,-0.8124724,1.2680916000000002,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1278,768,1,2005,2001,K,K.78,K.78.1,D,A,A,?,?,C,?,C,B,B,A,D,2,0.7964689,-0.6432405,-1.2862133999999998,-0.6984504,0.6639776999999999,-0.1834502,0.5883155,-0.31647620000000004,C,-0.2315299,-0.2661168,2.7154898999999997,-0.2514189,0.0
1279,768,2,2005,1989,BW,BW.3,BW.3.0,D,?,C,?,?,D,?,A,B,B,A,E,5,0.4429298,0.1348609,1.0046796999999998,0.06266609999999999,0.17036479999999998,0.0972803,0.9446563,-1.1401013999999998,C,-0.2315299,-0.2661168,2.7154898999999997,-0.2514189,0.0
1280,768,3,2005,1996,X,X.38,X.38.0,C,?,A,C,A,B,?,A,B,B,D,C,4,-0.8587365,-0.7296961999999999,-0.059775699999999994,-0.6984504,-0.5730281,-0.6103944,-1.1933885,-0.5379984999999999,C,-0.2315299,-0.2661168,2.7154898999999997,-0.2514189,0.0
1281,768,4,2005,2004,AJ,AJ.48,AJ.48.1,D,C,A,?,?,D,?,A,B,C,B,D,5,2.130275,1.950431,1.5831879,1.8386046000000003,1.9545078000000002,1.8986341,1.3255723,0.7725380999999999,C,-0.2315299,-0.2661168,2.7154898999999997,-0.2514189,0.0
1282,769,2,2005,1991,BW,BW.96,BW.96.0,D,?,C,?,?,C,?,A,B,A,B,D,4,0.8768186,-1.0755191000000002,-1.679599,-1.1212928,0.0989991,-0.9496104,-0.1735165,-1.0712928,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1283,769,3,2005,1994,AH,AH.7,AH.7.0,D,?,C,?,?,D,?,A,B,A,A,B,4,2.3713245,-0.470329,1.0972409,-0.44474490000000005,1.5976793,0.5207154,0.9692315,-0.45660959999999995,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1284,769,4,2005,2005,BW,BW.183,BW.183.0,G,C,F,A,C,E,A,B,A,A,A,C,4,0.732189,0.2213167,-0.0134951,0.1472346,0.8067092,0.6985114,0.8217800999999999,0.1582925,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1285,770,1,2005,2000,Y,Y.9,Y.9.0,F,C,A,C,A,C,?,B,B,A,A,E,2,-0.6337571999999999,-1.2484305,-0.7771260999999999,-1.2904298,-0.6206053,-1.1344246,-1.1933885,-0.9350976000000001,O,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1286,771,2,2005,2002,BW,BW.95,BW.95.0,D,C,A,?,?,C,?,B,B,B,A,C,4,-0.2962881,-0.12450619999999998,-0.9622487,0.1472346,-0.061573800000000005,-0.6677102,-0.0875033,-0.8183746000000001,N,-0.2315299,2.7836161,-0.27233720000000006,-0.2514189,0.0
1287,771,3,2005,1983,Y,Y.4,Y.4.2,C,?,C,B,A,B,?,A,B,A,A,D,4,-0.8828415000000001,-1.5077976,0.17162760000000002,-1.5441353,-0.1983581,-0.8186028000000001,-1.5620167999999999,-1.4266036,N,-0.2315299,2.7836161,-0.27233720000000006,-0.2514189,0.0
1288,771,4,2005,2003,X,X.24,X.24.1,B,C,A,A,A,C,C,A,A,C,A,B,2,-0.7221419,-1.3348862,-1.193652,-1.3749983000000001,-0.9655396,-1.1964192,-0.7878972,-0.7562389,N,-0.2315299,2.7836161,-0.27233720000000006,-0.2514189,0.0
1289,772,1,2005,1997,AJ,AJ.58,AJ.58.2,D,?,A,?,?,D,?,A,B,B,F,D,5,2.130275,0.4806838,1.4674863,0.48550859999999996,1.7641993000000002,0.5359216,1.2272713,-0.6829451,O,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1290,772,2,2005,2004,AZ,AZ.21,AZ.21.0,B,A,B,A,A,C,C,B,B,A,E,D,2,-1.0114011,0.6881775,-0.8234068000000001,0.6039045,-1.0309582,-0.5870002,-0.7387468,0.3437148,O,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1291,772,3,2005,2006,AZ,AZ.21,AZ.21.2,B,C,B,A,A,C,C,B,B,A,B,B,2,-1.0114011,0.740051,-0.8234068000000001,0.6546456,-0.9120153,-0.4618412,-0.7387468,0.6801003999999999,O,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1292,774,1,2005,2001,AJ,AJ.48,AJ.48.1,D,C,A,?,?,D,?,A,B,A,A,D,5,2.130275,0.8265066999999999,1.6294686999999999,1.1620566,2.0675037,1.1628863,1.3747227,0.4525615,O,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1293,775,2,2005,2000,BW,BW.166,BW.166.1,I,C,A,?,?,D,?,B,B,A,A,F,5,0.4429298,0.4806838,1.0972409,1.0774881,0.5034049,1.4518048000000001,0.9323686,1.2800155,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1294,775,4,2005,2000,BW,BW.166,BW.166.1,I,C,A,?,?,D,?,B,B,B,E,B,5,0.4429298,0.4806838,1.0972409,1.0774881,0.5034049,1.4518048000000001,0.9323686,1.2800155,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1295,776,1,2005,2005,BD,BD.3,BD.3.0,E,B,A,A,A,F,A,A,A,A,E,D,2,-1.0917508999999999,-1.3694685,-1.2862133999999998,-1.4088258,-2.1311798,-1.3941002,0.23197470000000003,-0.8650857,O,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1296,777,1,2005,2002,AJ,AJ.129,AJ.129.3,G,C,A,A,C,E,A,A,A,B,A,D,4,0.7000491,0.2213167,1.0509603,0.1472346,0.6164006,0.5511279,0.4162889,0.010064,O,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1297,778,2,2005,2004,BW,BW.167,BW.167.0,I,C,F,?,?,D,?,B,A,A,E,B,5,0.3224052,1.8639752,1.5600476,1.7540361,0.4558277,1.4518048000000001,1.6942006,1.3249763,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1298,778,3,2005,1987,BW,BW.3,BW.3.0,D,?,C,?,?,D,?,A,B,A,A,F,5,0.4429298,0.1348609,1.7451704,0.06266609999999999,-0.0021024,-0.1448497,0.8340678,-1.3358067,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1299,778,4,2005,1987,BW,BW.3,BW.3.0,D,?,C,?,?,D,?,A,B,A,A,E,5,0.4429298,0.1348609,1.7451704,0.06266609999999999,-0.0021024,-0.1448497,0.8340678,-1.3358067,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1300,779,1,2005,2001,BW,BW.112,BW.112.0,D,C,A,?,?,D,?,B,B,A,F,D,4,0.5634545,-0.12450619999999998,1.4906267,0.1472346,0.7115549,0.41427179999999997,1.0429572,-0.47947280000000003,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1301,779,2,2005,2003,X,X.24,X.24.1,B,C,A,A,A,C,C,A,A,B,B,D,2,-0.7221419,-1.3348862,-1.193652,-1.3749983000000001,-0.9655396,-1.1964192,-0.7878972,-0.7562389,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1302,780,2,2005,2004,BW,BW.176,BW.176.0,I,C,F,?,?,B,?,B,B,A,A,E,4,0.0813558,1.5181524,0.611294,1.4157621,0.0395277,0.9804115,1.2026961,0.5690658000000001,C,2.0546834,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1303,780,3,2005,2005,AU,AU.68,AU.68.0,D,C,F,?,?,D,?,A,A,B,A,E,5,2.2347297999999998,2.0368866999999997,1.5600476,1.9231731,1.9664022,1.4985931000000001,1.5221741000000002,0.373798,C,2.0546834,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1304,781,1,2005,1999,AJ,AJ.64,AJ.64.2,D,A,A,?,?,E,?,A,B,A,A,B,5,3.5524662000000005,0.4806838,1.8145913,0.7392141,2.9893107000000003,2.2261528999999998,1.780214,0.4452322,N,-0.2315299,2.7836161,-0.27233720000000006,-0.2514189,0.0
1305,781,2,2005,2003,P,P.2,P.2.0,A,C,B,A,A,B,C,B,A,A,A,D,4,-0.3927078,0.39422809999999997,-0.17547739999999998,0.48550859999999996,-0.0021024,-0.1729228,-0.6650210999999999,1.0170331,N,-0.2315299,2.7836161,-0.27233720000000006,-0.2514189,0.0
1306,781,4,2005,2004,X,X.38,X.38.0,C,C,A,C,A,B,?,A,B,A,A,B,4,-0.8587365,0.048405199999999995,0.24104859999999997,-0.0219024,-0.4719267,-0.34720959999999995,-1.1811008,-0.49861679999999997,N,-0.2315299,2.7836161,-0.27233720000000006,-0.2514189,0.0
1307,783,1,2005,1991,AJ,AJ.58,AJ.58.3,D,?,C,?,?,D,?,A,B,A,F,C,4,2.1543801,-0.7296961999999999,1.6063284,-0.6984504,1.4846834999999998,0.6411955,1.1289705,-0.9272213,K,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1308,783,2,2005,1997,AJ,AJ.58,AJ.58.2,D,?,A,?,?,D,?,A,B,A,A,E,5,2.130275,0.740051,1.4674863,0.7392141,1.7641993000000002,0.5359216,1.2272713,-0.6829451,K,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1309,785,2,2005,2000,BW,BW.167,BW.167.0,I,C,B,?,?,D,?,B,B,C,A,E,5,0.3224052,1.6910638,1.5831879,1.5848991000000001,0.4617749,1.4518048000000001,1.4115856000000002,0.9725098,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1310,785,5,2005,1994,K,K.7,K.7.5,B,?,A,A,A,B,C,A,B,A,B,B,2,-0.7141069,-1.0755191000000002,-0.5457227,0.1472346,-0.1983581,-0.7706447,-0.9353485999999999,-0.3199768,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1311,785,6,2005,2004,AR,AR.1,AR.1.1,B,C,A,A,A,C,C,A,B,A,F,C,2,-0.6498271,-0.6778228000000001,-0.6845648,-0.7322778,-0.7633367,-1.0420174999999998,-0.6158706,-0.5429212,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1312,787,1,2005,2000,BO,BO.44,BO.44.2,D,A,A,?,?,D,?,A,B,B,F,B,5,2.1463451,0.9994181000000001,1.6757493000000003,0.9929196,1.9604551,1.3067606999999999,1.0921077,-0.05666619999999999,N,-0.2315299,-0.2661168,2.7154898999999997,-0.2514189,0.0
1313,787,3,2005,2003,AJ,AJ.64,AJ.64.1,D,A,A,?,?,E,?,A,B,B,B,B,5,3.5524662000000005,1.0858738000000001,1.8145913,1.1620566,3.2509851000000003,2.5770659,1.780214,0.48702049999999997,N,-0.2315299,-0.2661168,2.7154898999999997,-0.2514189,0.0
1314,787,4,2005,2003,BW,BW.112,BW.112.0,D,C,A,?,?,D,?,B,B,B,A,B,5,0.5634545,1.6910638,1.4906267,1.5848991000000001,0.7175020000000001,0.6493835,1.0429572,-0.4339651,N,-0.2315299,-0.2661168,2.7154898999999997,-0.2514189,0.0
1315,787,5,2005,1992,W,W.28,W.28.0,I,?,C,?,?,F,?,A,B,A,A,D,2,-1.4934998,-1.1446836,-1.4019151,-1.1889477,-2.2679641,-0.7285351,1.1412581,-0.8167337,N,-0.2315299,-0.2661168,2.7154898999999997,-0.2514189,0.0
1316,789,1,2005,1996,AH,AH.70,AH.70.0,D,?,E,?,?,C,?,B,B,A,B,D,4,0.8768186,-0.2109619,-0.9622487,-0.1910394,0.7472377,-0.48991419999999997,-0.062928,-0.9463652,O,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1317,790,1,2005,1999,W,W.3,W.3.5,I,A,A,?,?,C,?,A,B,A,A,E,4,-0.8507016,-0.107215,-0.6151437,0.06266609999999999,-1.4056282,-0.6139034999999999,0.13367379999999998,-0.1351015,F,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1318,790,2,2005,1985,BV,BV.3,BV.3.2,B,?,C,A,A,B,C,A,B,A,A,B,4,-0.09541369999999999,-1.0755191000000002,-0.1523371,-1.1212928,0.2952548,-0.33785190000000004,-0.6650210999999999,-0.6961818000000001,F,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1319,791,1,2005,2003,BO,BO.47,BO.47.1,D,A,A,?,?,D,?,A,B,B,E,D,5,2.2909745999999998,2.7285322999999995,1.8145913,2.5997209999999997,2.1745522,1.7758144,1.7064883000000002,0.6264975,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1320,791,2,2005,2005,BO,BO.35,BO.35.2,I,A,A,?,?,D,?,A,B,A,A,C,5,0.5795245,0.740051,0.9121183,0.7392141,0.5747706,1.317288,1.1412581,0.5171038,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1321,792,1,2005,1989,AR,AR.14,AR.14.3,F,?,C,C,A,C,?,A,B,A,A,D,2,-1.043541,-0.7296961999999999,-1.2862133999999998,-0.7830189000000001,-0.8406495999999999,-1.2186436999999999,-1.1319503999999998,-0.9533664000000001,L,3.1977898999999996,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1322,792,2,2005,2002,BW,BW.112,BW.112.0,D,C,A,?,?,D,?,B,B,B,A,D,4,0.5634545,-0.12450619999999998,1.4906267,0.1472346,0.7115549,0.5686734999999999,1.0429572,-0.42882359999999997,L,3.1977898999999996,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1323,792,3,2005,2002,BW,BW.115,BW.115.0,D,C,A,?,?,D,?,B,B,A,A,C,5,2.5320239,1.6910638,1.4906267,1.5848991000000001,2.1686050999999997,1.5477208999999998,1.3747227,0.4385590999999999,L,3.1977898999999996,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1324,792,4,2005,2005,BW,BW.115,BW.115.0,D,C,A,?,?,D,?,B,B,A,A,D,5,2.5320239,1.8639752,1.4906267,1.7540361,2.3232307,1.6623526000000002,1.3747227,0.7063549,L,3.1977898999999996,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1325,793,1,2005,2002,K,K.62,K.62.3,I,C,F,?,?,D,?,C,A,A,A,D,5,0.4911397,0.9129624,1.0046796999999998,0.9083511000000001,0.7591319999999999,1.7348746,1.2887094,0.9705406999999999,N,-0.2315299,-0.2661168,2.7154898999999997,-0.2514189,0.0
1326,794,2,2005,1993,Q,Q.40,Q.40.3,B,?,D,A,A,F,C,A,B,C,A,B,2,-1.0917508999999999,-1.0409367,-1.2399328,-1.0874654,-1.2034254,-1.4280218,-1.2302513000000002,-1.3945512,J,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1327,795,1,2005,1994,AQ,AQ.39,AQ.39.1,B,?,E,A,A,B,C,A,B,B,A,D,2,-0.690002,-1.2484305,-1.05481,-1.2904298,-0.1210452,-0.8560336,-1.1688132,-0.8591784,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1328,795,2,2005,2004,BW,BW.112,BW.112.0,D,C,A,?,?,D,?,B,B,A,C,C,4,0.5634545,0.048405199999999995,1.4906267,0.1472346,0.7175020000000001,0.6493835,1.0429572,-0.47181530000000005,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1329,795,3,2005,2005,Y,Y.36,Y.36.0,B,C,A,A,A,B,C,B,B,A,A,B,2,-0.4007428,-0.8161519,-0.6151437,-0.7830189000000001,-0.043732400000000005,-0.5624363,-0.7756096,-0.2595915,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1330,796,2,2005,1999,AO,AO.7,AO.7.6,F,A,A,C,A,C,?,A,B,B,C,C,2,-0.706072,-1.0409367,-1.1473714,-1.0874654,-0.9536453000000001,-1.4362098,-1.0582247,-0.616762,H,1.1401981,-0.2661168,1.520359,1.0766255,0.0
1331,797,3,2005,2002,K,K.62,K.62.3,I,C,F,?,?,D,?,C,A,A,F,B,5,0.4911397,0.9129624,1.0046796999999998,0.9083511000000001,0.7591319999999999,1.7348746,1.2887094,0.9705406999999999,O,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1332,798,3,2005,2005,BO,BO.35,BO.35.2,I,A,B,?,?,D,?,A,B,B,C,B,5,0.5795245,0.740051,0.9121183,0.7392141,0.5747706,1.317288,1.1412581,0.5171038,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1333,798,4,2005,2005,BT,BT.43,BT.43.4,A,C,B,A,A,B,C,B,A,A,A,B,4,-0.40877779999999997,-0.3319999,-0.9391084000000001,-0.3940038,-0.7692839,-0.393998,-0.9353485999999999,0.7730851,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1334,799,2,2005,1999,AJ,AJ.58,AJ.58.1,D,C,A,?,?,D,?,A,B,B,A,B,5,2.130275,0.4806838,1.4674863,0.48550859999999996,1.9664022,0.7663545999999999,1.2395589,-0.2781884,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1335,800,2,2005,2002,K,K.60,K.60.0,I,A,A,?,?,C,?,C,B,B,B,C,2,-1.1238908,-0.6778228000000001,-0.8696874,-0.7322778,-1.4829412,-1.0233021,0.3671384,-0.3864882,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1336,803,1,2005,1994,BW,BW.36,BW.36.1,H,?,E,?,?,D,?,A,B,A,A,D,4,-0.0793437,-0.470329,1.2592233,-0.44474490000000005,-0.2578295,0.1803297,1.6573378,-0.6557061,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1337,803,2,2005,2003,Y,Y.34,Y.34.0,B,C,A,A,A,B,C,B,B,B,B,B,4,-0.4007428,-0.2974176,-0.6151437,-0.3601764,-0.043732400000000005,-0.5624363,-0.8001848000000001,-0.4608759,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1338,804,1,2005,1996,AU,AU.14,AU.14.0,B,?,A,A,A,C,C,A,B,A,A,D,2,-0.7141069,-0.6432405,-1.1473714,-0.6984504,-0.6324996,-0.8548638000000001,-0.8370476,-0.7935422,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1339,804,3,2005,2002,AU,AU.14,AU.14.1,B,C,A,A,A,B,C,A,B,A,A,C,2,-0.1436235,-0.2109619,-0.38374040000000004,-0.2756079,0.0216862,-0.6875952,-0.5912954,-0.48844309999999996,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1340,806,1,2005,2004,AJ,AJ.52,AJ.52.1,D,C,A,?,?,D,?,A,B,B,A,B,4,0.6357693,0.2386078,1.6757493000000003,0.181062,0.9375462999999999,0.4715876,1.3132846000000002,-0.19559620000000003,O,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1341,807,1,2005,1998,BW,BW.3,BW.3.0,D,?,A,?,?,D,?,B,B,A,B,E,4,0.4429298,0.048405199999999995,1.0972409,0.1472346,0.20010050000000001,0.3382406,0.9938066999999999,-0.8612569,E,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1342,808,2,2005,2004,BW,BW.167,BW.167.0,I,C,F,?,?,D,?,B,A,B,A,B,5,0.3224052,1.8639752,1.5600476,1.7540361,0.4558277,1.4518048000000001,1.6942006,1.3249763,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
1343,809,1,2005,1998,AJ,AJ.129,AJ.129.0,G,?,A,A,C,D,A,A,B,B,C,D,4,0.7000491,0.2213167,0.7732763,0.1472346,0.5985590999999999,0.14406870000000002,0.6497535,-0.5243243000000001,L,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
